pct_fragments	fragments_clade	fragments_direct	minimizers	distinct_minimizers	rank_code	taxid	name	sample	is_host	total_distinct_minimizers_non_host	minimizer_proportion_sample	db_pct	db_clade_minimizers	db_taxon_minimizers	db_rank_code	db_name	genome_coverage_estimate	taxon_mean_prop	taxon_sd_prop	n_samples_with_taxon	z_score	p_value	fdr
4.26	23586.0	23586.0	832152.0	204805.0	S	28090	Acinetobacter lwoffii	CasClinique1_ARN	False	3490269.0	0.058678858277112736	0.01	1901425.0	1901425.0	S	Acinetobacter lwoffii	0.10771132177182902	0.03692797933848895	0.032123239703362165	3.0	0.6771072637591793	0.2491689502795693	0.6893265565438373
0.01	33.0	33.0	215.0	111.0	S	756892	Acinetobacter indicus	CasClinique1_ARN	False	3490269.0	3.180270632435494e-05	0.02	2936290.0	2936290.0	S	Acinetobacter indicus	3.7802805581192596e-05	2.633707792044053e-05	9.4964560733144e-06	3.0	0.5755440094408637	0.2824617177854585	0.6893265565438373
5.23	28915.0	28634.0	1127748.0	198505.0	S	28037	Streptococcus mitis	CasClinique1_ARN	False	3490269.0	0.056873839810054755	0.01	2221314.0	2077521.0	S	Streptococcus mitis	0.09554897399352401	0.03826046375531322	0.03303970699158626	3.0	0.563363835505004	0.2865935789371613	0.6893265565438373
0.0	8.0	8.0	36.0	21.0	S	202951	Acinetobacter bouvetii	CasClinique1_ARN	False	3490269.0	6.0167282235266105e-06	0.0	918840.0	918840.0	S	Acinetobacter bouvetii	2.285490400940316e-05	5.137282427719051e-06	2.4963489026501324e-06	3.0	0.3522928204763111	0.3623093359479025	0.6893265565438373
0.0	2.0	2.0	324.0	97.0	S	1433513	Streptococcus gwangjuensis	CasClinique1_ARN	False	3490269.0	2.7791554175337203e-05	0.0	125045.0	125045.0	S	Streptococcus gwangjuensis	0.000775720740533408	2.7534158455431052e-05	9.720797546447899e-06	3.0	0.026478868495744663	0.48943769409337434	0.6893265565438373
0.02	89.0	0.0	9936.0	3511.0	S	3052429	Orthobunyavirus oropoucheense	CasClinique1_ARN	False	3490269.0	0.001005939656800092	0.0	3750.0	0.0	S	Orthobunyavirus oropoucheense		0.001005939656800092		1.0	0.0	0.5	0.6893265565438373
0.0	2.0	2.0	133.0	79.0	S	3391424	Corynebacterium sp. LaCa117	CasClinique1_ARN	False	3490269.0	2.2634358555171536e-05	0.0	223929.0	223929.0	S	Corynebacterium sp. LaCa117	0.00035279039338361715	2.2634358555171536e-05		1.0	0.0	0.5	0.6893265565438373
0.0	2.0	2.0	98.0	76.0	S	1114970	Pseudomonas ogarae	CasClinique1_ARN	False	3490269.0	2.177482595181059e-05	0.0	878204.0	878204.0	S	Pseudomonas ogarae	8.654025716120628e-05	2.177482595181059e-05		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	165.0	72.0	S	2598453	Streptococcus sp. 116-D4	CasClinique1_ARN	False	3490269.0	2.0628782480662665e-05	0.0	97141.0	97141.0	S	Streptococcus sp. 116-D4	0.000741190640409302	2.0628782480662665e-05		1.0	0.0	0.5	0.6893265565438373
0.0	4.0	4.0	71.0	69.0	S	183795	Pseudomonas mediterranea	CasClinique1_ARN	False	3490269.0	1.976924987730172e-05	0.01	1871918.0	1871918.0	S	Pseudomonas mediterranea	3.6860588978790736e-05	1.976924987730172e-05		1.0	0.0	0.5	0.6893265565438373
0.0	4.0	4.0	150.0	67.0	S	2930131	Staphylococcus sp. NRL 16/872	CasClinique1_ARN	False	3490269.0	1.919622814172776e-05	0.0	561699.0	561699.0	S	Staphylococcus sp. NRL 16/872	0.0001192809672084159	1.919622814172776e-05		1.0	0.0	0.5	0.6893265565438373
0.0	3.0	3.0	90.0	65.0	S	38290	Corynebacterium macginleyi	CasClinique1_ARN	False	3490269.0	1.8623206406153794e-05	0.0	806352.0	806352.0	S	Corynebacterium macginleyi	8.060995694188146e-05	1.8623206406153794e-05		1.0	0.0	0.5	0.6893265565438373
0.0	2.0	2.0	45.0	44.0	S	1506334	Pseudomonas sp. G2-4	CasClinique1_ARN	False	3490269.0	1.2606478182627185e-05	0.0	899682.0	899682.0	S	Pseudomonas sp. G2-4	4.890616906862647e-05	1.2606478182627185e-05		1.0	0.0	0.5	0.6893265565438373
0.0	2.0	2.0	43.0	35.0	S	1602166	Pseudomonas sp. St290	CasClinique1_ARN	False	3490269.0	1.0027880372544351e-05	0.0	152377.0	152377.0	S	Pseudomonas sp. St290	0.00022969345767405843	1.0027880372544351e-05		1.0	0.0	0.5	0.6893265565438373
0.0	2.0	2.0	26.0	26.0	S	1718	Corynebacterium glutamicum	CasClinique1_ARN	False	3490269.0	7.449282562461518e-06	0.01	1565128.0	1447467.0	S	Corynebacterium glutamicum	1.796241296001912e-05	7.449282562461518e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	0.0	48.0	26.0	S	320848	Phietavirus pv88	CasClinique1_ARN	False	3490269.0	7.449282562461518e-06	0.0	56.0	0.0	S	Phietavirus pv88		7.449282562461518e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	71.0	23.0	S	170573	Staphylococcus pettenkoferi	CasClinique1_ARN	False	3490269.0	6.5897499591005736e-06	0.01	1175047.0	1175047.0	S	Staphylococcus pettenkoferi	1.9573685137700873e-05	6.5897499591005736e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	79.0	23.0	S	3140788	Streptococcus nidrosiense	CasClinique1_ARN	False	3490269.0	6.5897499591005736e-06	0.0	227871.0	227871.0	S	Streptococcus nidrosiense	0.00010093430054723945	6.5897499591005736e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	29.0	22.0	S	3458239	Streptococcus sp. HJ1	CasClinique1_ARN	False	3490269.0	6.3032390913135924e-06	0.0	64061.0	64061.0	S	Streptococcus sp. HJ1	0.0003434226752626403	6.3032390913135924e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	34.0	22.0	S	2954090	Pseudomonas sp. FP2300	CasClinique1_ARN	False	3490269.0	6.3032390913135924e-06	0.0	135083.0	135083.0	S	Pseudomonas sp. FP2300	0.00016286283248077109	6.3032390913135924e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	21.0	21.0	S	1344094	Pseudomonas sp. HN11	CasClinique1_ARN	False	3490269.0	6.0167282235266105e-06	0.0	893787.0	893787.0	S	Pseudomonas sp. HN11	2.3495530814388664e-05	6.0167282235266105e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	23.0	21.0	S	2817398	Pseudomonas sp. R1-7	CasClinique1_ARN	False	3490269.0	6.0167282235266105e-06	0.0	731761.0	731761.0	S	Pseudomonas sp. R1-7	2.86978945311379e-05	6.0167282235266105e-06		1.0	0.0	0.5	0.6893265565438373
0.0	2.0	2.0	31.0	20.0	S	1879049	Acinetobacter sp. WCHAc010034	CasClinique1_ARN	False	3490269.0	5.730217355739629e-06	0.01	993621.0	993621.0	S	Acinetobacter sp. WCHAc010034	2.0128399057588356e-05	5.730217355739629e-06		1.0	0.0	0.5	0.6893265565438373
0.0	6.0	6.0	18.0	16.0	S	1284	Staphylococcus hyicus	CasClinique1_ARN	False	3490269.0	4.584173884591703e-06	0.01	1045993.0	1045993.0	S	Staphylococcus hyicus	1.5296469479241257e-05	4.584173884591703e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	0.0	19.0	16.0	S	28901	Salmonella enterica	CasClinique1_ARN	False	3490269.0	4.584173884591703e-06	0.06	11200501.0	5003302.0	S	Salmonella enterica	3.1978881146890594e-06	4.584173884591703e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	15.0	15.0	S	161895	Corynebacterium phocae	CasClinique1_ARN	False	3490269.0	4.297663016804722e-06	0.0	851025.0	851025.0	S	Corynebacterium phocae	1.762580417731559e-05	4.297663016804722e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	24.0	15.0	S	2929481	Staphylococcus sp. IVB6181	CasClinique1_ARN	False	3490269.0	4.297663016804722e-06	0.0	752618.0	752618.0	S	Staphylococcus sp. IVB6181	1.9930429514042982e-05	4.297663016804722e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	17.0	15.0	S	702115	Pseudomonas arsenicoxydans	CasClinique1_ARN	False	3490269.0	4.297663016804722e-06	0.01	1560702.0	1560702.0	S	Pseudomonas arsenicoxydans	9.61105963854727e-06	4.297663016804722e-06		1.0	0.0	0.5	0.6893265565438373
0.0	3.0	3.0	15.0	14.0	S	70258	Staphylococcus piscifermentans	CasClinique1_ARN	False	3490269.0	4.011152149017741e-06	0.0	513959.0	513959.0	S	Staphylococcus piscifermentans	2.723952688833156e-05	4.011152149017741e-06		1.0	0.0	0.5	0.6893265565438373
0.0	2.0	2.0	34.0	14.0	S	2282419	Staphylococcus pseudoxylosus	CasClinique1_ARN	False	3490269.0	4.011152149017741e-06	0.0	830180.0	830180.0	S	Staphylococcus pseudoxylosus	1.6863812667132428e-05	4.011152149017741e-06		1.0	0.0	0.5	0.6893265565438373
0.0	4.0	4.0	18.0	14.0	S	1646498	Acinetobacter sp. TTH0-4	CasClinique1_ARN	False	3490269.0	4.011152149017741e-06	0.01	1016171.0	1016171.0	S	Acinetobacter sp. TTH0-4	1.377720875718752e-05	4.011152149017741e-06		1.0	0.0	0.5	0.6893265565438373
0.0	2.0	2.0	14.0	14.0	S	200450	Pseudomonas trivialis	CasClinique1_ARN	False	3490269.0	4.011152149017741e-06	0.01	2105399.0	2105399.0	S	Pseudomonas trivialis	6.649570936435327e-06	4.011152149017741e-06		1.0	0.0	0.5	0.6893265565438373
0.0	2.0	1.0	19.0	13.0	S	29385	Staphylococcus saprophyticus	CasClinique1_ARN	False	3490269.0	3.724641281230759e-06	0.0	417407.0	414305.0	S	Staphylococcus saprophyticus	3.137784965182655e-05	3.724641281230759e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	13.0	13.0	S	1888195	Streptococcus himalayensis	CasClinique1_ARN	False	3490269.0	3.724641281230759e-06	0.0	559517.0	559517.0	S	Streptococcus himalayensis	2.3234325319874105e-05	3.724641281230759e-06		1.0	0.0	0.5	0.6893265565438373
0.0	6.0	6.0	17.0	12.0	S	280145	Acinetobacter colistiniresistens	CasClinique1_ARN	False	3490269.0	3.4381304134437773e-06	0.0	878793.0	878793.0	S	Acinetobacter colistiniresistens	1.365509283756243e-05	3.4381304134437773e-06		1.0	0.0	0.5	0.6893265565438373
0.0	2.0	2.0	16.0	12.0	S	1027966	Pseudomonas sp. HR96	CasClinique1_ARN	False	3490269.0	3.4381304134437773e-06	0.01	1412505.0	1412505.0	S	Pseudomonas sp. HR96	8.495545148512748e-06	3.4381304134437773e-06		1.0	0.0	0.5	0.6893265565438373
0.0	3.0	3.0	11.0	11.0	S	2004644	Acinetobacter sp. WCHA45	CasClinique1_ARN	False	3490269.0	3.1516195456567962e-06	0.0	218855.0	218855.0	S	Acinetobacter sp. WCHA45	5.0261588723127186e-05	3.1516195456567962e-06		1.0	0.0	0.5	0.6893265565438373
0.0	2.0	2.0	18.0	11.0	S	1324350	Acinetobacter equi	CasClinique1_ARN	False	3490269.0	3.1516195456567962e-06	0.0	807769.0	807769.0	S	Acinetobacter equi	1.3617754580826944e-05	3.1516195456567962e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	11.0	11.0	S	2992837	Pseudomonas imrae	CasClinique1_ARN	False	3490269.0	3.1516195456567962e-06	0.01	1120483.0	1120483.0	S	Pseudomonas imrae	9.817194906125305e-06	3.1516195456567962e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	11.0	11.0	S	219572	Pseudomonas antarctica	CasClinique1_ARN	False	3490269.0	3.1516195456567962e-06	0.01	2120207.0	2120207.0	S	Pseudomonas antarctica	5.1881726642728756e-06	3.1516195456567962e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	11.0	11.0	S	1628086	Pseudomonas kribbensis	CasClinique1_ARN	False	3490269.0	3.1516195456567962e-06	0.01	1487261.0	1487261.0	S	Pseudomonas kribbensis	7.396146338806706e-06	3.1516195456567962e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	0.0	14.0	10.0	S	1336	Streptococcus equi	CasClinique1_ARN	False	3490269.0	2.8651086778698147e-06	0.01	2106745.0	808156.0	S	Streptococcus equi	1.2373848613386525e-05	2.8651086778698147e-06		1.0	0.0	0.5	0.6893265565438373
0.0	2.0	2.0	10.0	10.0	S	1789224	Acinetobacter larvae	CasClinique1_ARN	False	3490269.0	2.8651086778698147e-06	0.01	1097927.0	1097927.0	S	Acinetobacter larvae	9.108073669743071e-06	2.8651086778698147e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	14.0	9.0	S	67352	Kitasatospora purpeofusca	CasClinique1_ARN	False	3490269.0	2.578597810082833e-06	0.04	7276399.0	7276399.0	S	Kitasatospora purpeofusca	1.2368755479186889e-06	2.578597810082833e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	10.0	9.0	S	70255	Staphylococcus condimenti	CasClinique1_ARN	False	3490269.0	2.578597810082833e-06	0.0	623929.0	623929.0	S	Staphylococcus condimenti	1.4424718197102554e-05	2.578597810082833e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	15.0	9.0	S	1207075	Pseudomonas sp. UW4	CasClinique1_ARN	False	3490269.0	2.578597810082833e-06	0.0	389900.0	389900.0	S	Pseudomonas sp. UW4	2.3082841754295973e-05	2.578597810082833e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	8.0	8.0	S	2989772	Staphylococcus sp. IVB6246	CasClinique1_ARN	False	3490269.0	2.2920869422958516e-06	0.0	34382.0	34382.0	S	Staphylococcus sp. IVB6246	0.0002326798906404514	2.2920869422958516e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	8.0	8.0	S	3366266	Acinetobacter sp. P1332	CasClinique1_ARN	False	3490269.0	2.2920869422958516e-06	0.0	50425.0	50425.0	S	Acinetobacter sp. P1332	0.00015865146256817056	2.2920869422958516e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	8.0	8.0	S	1758189	Acinetobacter sp. ACNIH2	CasClinique1_ARN	False	3490269.0	2.2920869422958516e-06	0.0	365787.0	365787.0	S	Acinetobacter sp. ACNIH2	2.1870651499369853e-05	2.2920869422958516e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	11.0	8.0	S	251699	Pseudomonas syringae group genomosp. 7	CasClinique1_ARN	False	3490269.0	2.2920869422958516e-06	0.01	1399618.0	950640.0	S	Pseudomonas syringae group genomosp. 7	8.415383320710258e-06	2.2920869422958516e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	7.0	7.0	S	38303	Corynebacterium pseudogenitalium	CasClinique1_ARN	False	3490269.0	2.0055760745088704e-06	0.0	306269.0	306269.0	S	Corynebacterium pseudogenitalium	2.285572486931423e-05	2.0055760745088704e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	7.0	7.0	S	136857	Corynebacterium testudinoris	CasClinique1_ARN	False	3490269.0	2.0055760745088704e-06	0.0	710335.0	710335.0	S	Corynebacterium testudinoris	9.854505268640852e-06	2.0055760745088704e-06		1.0	0.0	0.5	0.6893265565438373
0.0	2.0	2.0	12.0	7.0	S	2799680	Staphylococcus sp. 11-B-312	CasClinique1_ARN	False	3490269.0	2.0055760745088704e-06	0.0	110566.0	110566.0	S	Staphylococcus sp. 11-B-312	6.331060181249208e-05	2.0055760745088704e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	7.0	7.0	S	2954552	Staphylococcus sp. FSL W8-0305	CasClinique1_ARN	False	3490269.0	2.0055760745088704e-06	0.0	3067.0	3067.0	S	Staphylococcus sp. FSL W8-0305	0.0022823606129768505	2.0055760745088704e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	7.0	7.0	S	69968	Macrococcus bovicus	CasClinique1_ARN	False	3490269.0	2.0055760745088704e-06	0.0	617200.0	617200.0	S	Macrococcus bovicus	1.134154244977317e-05	2.0055760745088704e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	7.0	7.0	S	64104	Bacillus pseudomycoides	CasClinique1_ARN	False	3490269.0	2.0055760745088704e-06	0.02	3647273.0	3451715.0	S	Bacillus pseudomycoides	2.027977396743358e-06	2.0055760745088704e-06		1.0	0.0	0.5	0.6893265565438373
0.0	2.0	1.0	17.0	7.0	S	52133	Acinetobacter venetianus	CasClinique1_ARN	False	3490269.0	2.0055760745088704e-06	0.01	1475418.0	1226941.0	S	Acinetobacter venetianus	5.7052458105157465e-06	2.0055760745088704e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	7.0	7.0	S	3367525	Pseudomonas sp. NA-150	CasClinique1_ARN	False	3490269.0	2.0055760745088704e-06	0.01	1765502.0	1765502.0	S	Pseudomonas sp. NA-150	3.96487797804817e-06	2.0055760745088704e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	7.0	7.0	S	3048622	Pseudomonas sp. DC1.2	CasClinique1_ARN	False	3490269.0	2.0055760745088704e-06	0.01	1224942.0	1224942.0	S	Pseudomonas sp. DC1.2	5.714556281032082e-06	2.0055760745088704e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	7.0	7.0	S	3020843	Pseudomonas sp. Q1-7	CasClinique1_ARN	False	3490269.0	2.0055760745088704e-06	0.01	1167806.0	1167806.0	S	Pseudomonas sp. Q1-7	5.9941462879964654e-06	2.0055760745088704e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	7.0	7.0	S	2011015	Pseudomonas laurylsulfatiphila	CasClinique1_ARN	False	3490269.0	2.0055760745088704e-06	0.0	686559.0	686559.0	S	Pseudomonas laurylsulfatiphila	1.0195773414957783e-05	2.0055760745088704e-06		1.0	0.0	0.5	0.6893265565438373
0.0	2.0	2.0	6.0	6.0	S	1329	Streptococcus canis	CasClinique1_ARN	False	3490269.0	1.7190652067218887e-06	0.0	935600.0	935600.0	S	Streptococcus canis	6.412997007268063e-06	1.7190652067218887e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	6.0	6.0	S	2382163	Streptococcus koreensis	CasClinique1_ARN	False	3490269.0	1.7190652067218887e-06	0.0	116682.0	116682.0	S	Streptococcus koreensis	5.1421813133131074e-05	1.7190652067218887e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	6.0	6.0	S	1491	Clostridium botulinum	CasClinique1_ARN	False	3490269.0	1.7190652067218887e-06	0.04	6945106.0	5775881.0	S	Clostridium botulinum	1.0388025653575618e-06	1.7190652067218887e-06		1.0	0.0	0.5	0.6893265565438373
0.0	2.0	2.0	6.0	6.0	S	2545797	Acinetobacter sp. FDAARGOS_724	CasClinique1_ARN	False	3490269.0	1.7190652067218887e-06	0.0	23349.0	23349.0	S	Acinetobacter sp. FDAARGOS_724	0.00025697031992804833	1.7190652067218887e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	6.0	6.0	S	3122079	Pseudomonas sp. MAG733B	CasClinique1_ARN	False	3490269.0	1.7190652067218887e-06	0.01	975563.0	975563.0	S	Pseudomonas sp. MAG733B	6.150294752876032e-06	1.7190652067218887e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	6.0	6.0	S	2898441	Pseudomonas sp. J452	CasClinique1_ARN	False	3490269.0	1.7190652067218887e-06	0.0	894199.0	894199.0	S	Pseudomonas sp. J452	6.7099158017398815e-06	1.7190652067218887e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	5.0	5.0	S	2055947	Corynebacterium heidelbergense	CasClinique1_ARN	False	3490269.0	1.4325543389349073e-06	0.0	703897.0	703897.0	S	Corynebacterium heidelbergense	7.103311990248574e-06	1.4325543389349073e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	9.0	5.0	S	467262	Bacillus sp. T3	CasClinique1_ARN	False	3490269.0	1.4325543389349073e-06	0.01	1349881.0	1349881.0	S	Bacillus sp. T3	3.704030207107145e-06	1.4325543389349073e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	18.0	5.0	S	2781599	Streptococcus oriscaviae	CasClinique1_ARN	False	3490269.0	1.4325543389349073e-06	0.0	606249.0	606249.0	S	Streptococcus oriscaviae	8.247436284430984e-06	1.4325543389349073e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	15.0	5.0	S	1811193	Streptococcus pantholopis	CasClinique1_ARN	False	3490269.0	1.4325543389349073e-06	0.0	635011.0	635011.0	S	Streptococcus pantholopis	7.873879350121494e-06	1.4325543389349073e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	5.0	5.0	S	747656	Streptococcus danieliae	CasClinique1_ARN	False	3490269.0	1.4325543389349073e-06	0.0	486276.0	486276.0	S	Streptococcus danieliae	1.028222655446701e-05	1.4325543389349073e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	5.0	5.0	S	1340	Streptococcus porcinus	CasClinique1_ARN	False	3490269.0	1.4325543389349073e-06	0.01	956947.0	956947.0	S	Streptococcus porcinus	5.224949762108037e-06	1.4325543389349073e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	5.0	5.0	S	29552	Haploplasma axanthum	CasClinique1_ARN	False	3490269.0	1.4325543389349073e-06	0.0	514070.0	514070.0	S	Haploplasma axanthum	9.726301865504698e-06	1.4325543389349073e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	6.0	5.0	S	3156489	Acinetobacter sp. A1-4-2	CasClinique1_ARN	False	3490269.0	1.4325543389349073e-06	0.0	451503.0	451503.0	S	Acinetobacter sp. A1-4-2	1.1074123538492545e-05	1.4325543389349073e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	5.0	5.0	S	2950074	Acinetobacter sp. C32I	CasClinique1_ARN	False	3490269.0	1.4325543389349073e-06	0.0	675808.0	675808.0	S	Acinetobacter sp. C32I	7.39855106775889e-06	1.4325543389349073e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	5.0	5.0	S	2599595	Pseudomonas eucalypticola	CasClinique1_ARN	False	3490269.0	1.4325543389349073e-06	0.01	1508611.0	1508611.0	S	Pseudomonas eucalypticola	3.314307001606113e-06	1.4325543389349073e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	4.0	4.0	S	2692125	Nanchangia anserum	CasClinique1_ARN	False	3490269.0	1.1460434711479258e-06	0.0	577095.0	577095.0	S	Nanchangia anserum	6.931267815524307e-06	1.1460434711479258e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	10.0	4.0	S	580165	Bacillus cytotoxicus	CasClinique1_ARN	False	3490269.0	1.1460434711479258e-06	0.01	1517060.0	1514461.0	S	Bacillus cytotoxicus	2.6412037021752294e-06	1.1460434711479258e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	4.0	4.0	S	2282420	Streptococcus hillyeri	CasClinique1_ARN	False	3490269.0	1.1460434711479258e-06	0.0	628411.0	628411.0	S	Streptococcus hillyeri	6.365260951829296e-06	1.1460434711479258e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	4.0	4.0	S	512749	Mycoplasma seminis	CasClinique1_ARN	False	3490269.0	1.1460434711479258e-06	0.0	270849.0	270849.0	S	Mycoplasma seminis	1.4768376475453112e-05	1.1460434711479258e-06		1.0	0.0	0.5	0.6893265565438373
0.0	3.0	3.0	15.0	4.0	S	2953738	Acinetobacter sp. Z1	CasClinique1_ARN	False	3490269.0	1.1460434711479258e-06	0.0	813896.0	813896.0	S	Acinetobacter sp. Z1	4.914632827781436e-06	1.1460434711479258e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	4.0	4.0	S	2954091	Pseudomonas sp. FP2309	CasClinique1_ARN	False	3490269.0	1.1460434711479258e-06	0.0	885773.0	885773.0	S	Pseudomonas sp. FP2309	4.515829676452093e-06	1.1460434711479258e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	4.0	4.0	S	2954079	Pseudomonas sp. FP1742	CasClinique1_ARN	False	3490269.0	1.1460434711479258e-06	0.0	684668.0	684668.0	S	Pseudomonas sp. FP1742	5.8422476295080246e-06	1.1460434711479258e-06		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	0.0	3.0	3.0	S	234828	Corynebacterium caspium	CasClinique1_ARN	False	3490269.0	8.595326033609443e-07	0.0	592251.0	0.0	S	Corynebacterium caspium		8.595326033609443e-07		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	3.0	3.0	S	556548	Corynebacterium freiburgense	CasClinique1_ARN	False	3490269.0	8.595326033609443e-07	0.0	928422.0	928422.0	S	Corynebacterium freiburgense	3.231289219772905e-06	8.595326033609443e-07		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	7.0	3.0	S	2903619	Streptomyces sp. NBC_00090	CasClinique1_ARN	False	3490269.0	8.595326033609443e-07	0.01	1435891.0	1435891.0	S	Streptomyces sp. NBC_00090	2.089295078804728e-06	8.595326033609443e-07		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	3.0	3.0	S	198483	Macrococcus brunensis	CasClinique1_ARN	False	3490269.0	8.595326033609443e-07	0.0	763113.0	763113.0	S	Macrococcus brunensis	3.93126574963341e-06	8.595326033609443e-07		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	3.0	3.0	S	3098075	Streptococcus dentalis	CasClinique1_ARN	False	3490269.0	8.595326033609443e-07	0.0	94510.0	94510.0	S	Streptococcus dentalis	3.1742672733044126e-05	8.595326033609443e-07		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	3.0	3.0	S	400065	Streptococcus merionis	CasClinique1_ARN	False	3490269.0	8.595326033609443e-07	0.0	718493.0	718493.0	S	Streptococcus merionis	4.175406023440729e-06	8.595326033609443e-07		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	3.0	3.0	S	1155388	Clostridium sp. C1	CasClinique1_ARN	False	3490269.0	8.595326033609443e-07	0.0	268671.0	268671.0	S	Clostridium sp. C1	1.1166073003785298e-05	8.595326033609443e-07		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	0.0	3.0	3.0	S	33038	Mediterraneibacter gnavus	CasClinique1_ARN	False	3490269.0	8.595326033609443e-07	0.02	3966030.0	3964832.0	S	Mediterraneibacter gnavus	7.566524886804788e-07	8.595326033609443e-07		1.0	0.0	0.5	0.6893265565438373
0.0	2.0	2.0	3.0	3.0	S	2929512	Acinetobacter sp. YH16040_T	CasClinique1_ARN	False	3490269.0	8.595326033609443e-07	0.0	237978.0	237978.0	S	Acinetobacter sp. YH16040_T	1.2606207296472784e-05	8.595326033609443e-07		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	3.0	3.0	S	2004647	Acinetobacter sp. WCHAc010052	CasClinique1_ARN	False	3490269.0	8.595326033609443e-07	0.0	252811.0	252811.0	S	Acinetobacter sp. WCHAc010052	1.1866572261491786e-05	8.595326033609443e-07		1.0	0.0	0.5	0.6893265565438373
0.0	1.0	1.0	3.0	3.0	S	2730851	Pseudomonas sp. ADAK22	CasClinique1_ARN	False	3490269.0	8.595326033609443e-07	0.0	237012.0	237012.0	S	Pseudomonas sp. ADAK22	1.26575869576224e-05	8.595326033609443e-07		1.0	0.0	0.5	0.6893265565438373
