pct_fragments	fragments_clade	fragments_direct	minimizers	distinct_minimizers	rank_code	taxid	name	sample	is_host	total_distinct_minimizers_non_host	minimizer_proportion_sample	neg_control_prop	signal_over_neg	db_pct	db_clade_minimizers	db_taxon_minimizers	db_rank_code	db_name	genome_coverage_estimate	taxon_mean_prop	taxon_sd_prop	n_samples_with_taxon	z_score	p_value	fdr	z_score_neg	p_value_neg	fdr_neg
0.02	183.0	0.0	264.0	9.0	S	441501	Corynebacterium massiliense	MG-Run35-Ech-1	False	1214575.0	7.409999382500052e-06	0.0	7.409999382500052e-06	0.0	621186.0	0.0	S	Corynebacterium massiliense		1.5181620116664863e-06	2.4086417086934763e-06	8	2.4461244483013975	0.0072200573869127815	0.369771862473488	2.4461244483013975	0.0072200573869127815	0.6518274251167904
0.01	72.0	72.0	847.0	77.0	S	3050197	Corynebacterium rhinophilum	MG-Run35-Ech-1	False	1214575.0	6.339666138361155e-05	0.0	6.339666138361155e-05	0.0	733387.0	733387.0	S	Corynebacterium rhinophilum	0.0001049923164713855	2.8576835587911613e-05	1.6314851696536685e-05	9	2.134241024274311	0.016411528064417702	0.562139271751607	2.134241024274311	0.016411528064417702	0.6518274251167904
0.0	3.0	3.0	8.0	4.0	S	2079234	Corynebacterium gerontici	MG-Run35-Ech-1	False	1214575.0	3.2933330588889117e-06	0.0	3.2933330588889117e-06	0.0	666729.0	666729.0	S	Corynebacterium gerontici	5.999439052448596e-06	7.641412649206234e-07	1.2401209782169477e-06	6	2.0394718244382686	0.020701480229806557	0.581161660374333	2.0394718244382686	0.020701480229806557	0.6518274251167904
0.0	8.0	8.0	20.0	10.0	S	1719	Corynebacterium pseudotuberculosis	MG-Run35-Ech-1	False	1214575.0	8.23333264722228e-06	0.0	8.23333264722228e-06	0.01	1201665.0	1186456.0	S	Corynebacterium pseudotuberculosis	8.428462580997525e-06	2.330608459395284e-06	2.9705420883590623e-06	6	1.987086535807234	0.023456404019534638	0.6130974141524645	1.987086535807234	0.023456404019534638	0.6518274251167904
0.0	21.0	21.0	64.0	2.0	S	1907662	Raoultibacter timonensis	MG-Run35-Ech-1	False	1214575.0	1.6466665294444558e-06	0.0	1.6466665294444558e-06	0.01	1250663.0	1250663.0	S	Raoultibacter timonensis	1.5991518098800396e-06	6.986277930598813e-07	5.104950297088638e-07	6	1.8570968985246394	0.031648684696981566	0.7573489457726766	1.8570968985246394	0.031648684696981566	0.6518274251167904
0.0	2.0	2.0	7.0	1.0	S	2954618	Paenibacillus sp. FSL L8-0435	MG-Run35-Ech-1	False	1214575.0	8.233332647222279e-07	0.0	8.233332647222279e-07	0.0	241937.0	241937.0	S	Paenibacillus sp. FSL L8-0435	4.133307431273431e-06	3.4931389652994065e-07	2.552475148544319e-07	6	1.8570968985246394	0.031648684696981566	0.7573489457726766	1.8570968985246394	0.031648684696981566	0.6518274251167904
0.03	221.0	0.0	700.0	1.0	S	336988	Oenococcus kitaharae	MG-Run35-Ech-1	False	1214575.0	8.233332647222279e-07	0.0	8.233332647222279e-07	0.0	554358.0	2503.0	S	Oenococcus kitaharae	0.00039952057530962844	3.4931389652994065e-07	2.552475148544319e-07	6	1.8570968985246394	0.031648684696981566	0.7573489457726766	1.8570968985246394	0.031648684696981566	0.6518274251167904
0.04	268.0	268.0	1201.0	1.0	S	1582094	Cosavirus JMY-2014	MG-Run35-Ech-1	False	1214575.0	8.233332647222279e-07	0.0	8.233332647222279e-07	0.0	2271.0	2271.0	S	Cosavirus JMY-2014	0.00044033465433729633	3.4931389652994065e-07	2.552475148544319e-07	6	1.8570968985246394	0.031648684696981566	0.7573489457726766	1.8570968985246394	0.031648684696981566	0.6518274251167904
0.0	9.0	9.0	55.0	19.0	S	45972	Staphylococcus pasteuri	MG-Run35-Ech-1	False	1214575.0	1.564333202972233e-05	0.0	1.564333202972233e-05	0.01	1072281.0	1054743.0	S	Staphylococcus pasteuri	1.8013866885108505e-05	6.288294603679186e-06	5.21162076101221e-06	7	1.7950341851478449	0.0363241267630281	0.7573489457726766	1.7950341851478449	0.0363241267630281	0.6518274251167904
0.0	35.0	35.0	301.0	9.0	S	161896	Corynebacterium camporealensis	MG-Run35-Ech-1	False	1214575.0	7.409999382500052e-06	0.0	7.409999382500052e-06	0.0	711971.0	711971.0	S	Corynebacterium camporealensis	1.264096430893955e-05	2.116536437723727e-06	2.9678810296010407e-06	5	1.783583267651366	0.037245703246445605	0.7573489457726766	1.783583267651366	0.037245703246445605	0.6518274251167904
0.0	5.0	5.0	12.0	10.0	S	43770	Corynebacterium striatum	MG-Run35-Ech-1	False	1214575.0	8.23333264722228e-06	0.0	8.23333264722228e-06	0.01	1619791.0	1619791.0	S	Corynebacterium striatum	6.173635981432173e-06	2.264884488520157e-06	3.352651474842688e-06	5	1.7802173006909916	0.03752020255479582	0.7573489457726766	1.7802173006909916	0.03752020255479582	0.6518274251167904
0.0	24.0	24.0	68.0	3.0	S	3445778	Neobacillus sp. D3-1R	MG-Run35-Ech-1	False	1214575.0	2.4699997941666838e-06	0.0	2.4699997941666838e-06	0.01	1362621.0	1362621.0	S	Neobacillus sp. D3-1R	2.2016393406530503e-06	9.68262227852234e-07	8.446389208514432e-07	6	1.7779639668991507	0.037704886556752304	0.7573489457726766	1.7779639668991507	0.037704886556752304	0.6518274251167904
0.0	2.0	2.0	6.0	3.0	S	2707525	Sulfuriroseicoccus oceanibius	MG-Run35-Ech-1	False	1214575.0	2.4699997941666838e-06	0.0	2.4699997941666838e-06	0.01	1083833.0	1083833.0	S	Sulfuriroseicoccus oceanibius	2.7679541036303565e-06	7.704403707586981e-07	9.560193157567506e-07	5	1.7777459047076634	0.03772279832048664	0.7573489457726766	1.7777459047076634	0.03772279832048664	0.6518274251167904
0.0	4.0	0.0	11.0	2.0	S	81468	Aminobacterium colombiense	MG-Run35-Ech-1	False	1214575.0	1.6466665294444558e-06	0.0	1.6466665294444558e-06	0.0	618519.0	0.0	S	Aminobacterium colombiense		5.958979919332387e-07	5.912787876743933e-07	5	1.777111845402201	0.03777491980799019	0.7573489457726766	1.777111845402201	0.03777491980799019	0.6518274251167904
0.0	1.0	1.0	4.0	3.0	S	472693	Pantoea eucrina	MG-Run35-Ech-1	False	1214575.0	2.4699997941666838e-06	0.0	2.4699997941666838e-06	0.01	1146229.0	1146229.0	S	Pantoea eucrina	2.6172780482783108e-06	7.500918891513741e-07	9.780359699853629e-07	5	1.7585323626093727	0.03932848503114217	0.7671528120066167	1.7585323626093727	0.03932848503114217	0.6518274251167904
0.0	2.0	2.0	4.0	4.0	S	747656	Streptococcus danieliae	MG-Run35-Ech-1	False	1214575.0	3.2933330588889117e-06	0.0	3.2933330588889117e-06	0.0	486276.0	486276.0	S	Streptococcus danieliae	8.225781243573609e-06	1.17888009890309e-06	1.2201937786931333e-06	5	1.732882921473726	0.041558240195903595	0.7883334885623063	1.732882921473726	0.041558240195903595	0.6518274251167904
0.0	3.0	3.0	10.0	6.0	S	34061	Moraxella cuniculi	MG-Run35-Ech-1	False	1214575.0	4.9399995883333675e-06	0.0	4.9399995883333675e-06	0.0	634195.0	634195.0	S	Moraxella cuniculi	9.460812526115784e-06	1.970149727112009e-06	1.8415028498825193e-06	7	1.6127316128839133	0.05340141465000736	0.7883334885623063	1.6127316128839133	0.05340141465000736	0.6518274251167904
0.0	1.0	0.0	10.0	7.0	S	4959	Debaryomyces hansenii	MG-Run35-Ech-1	False	1214575.0	5.763332853055596e-06	0.0	5.763332853055596e-06	0.02	3758583.0	0.0	S	Debaryomyces hansenii		3.6691771467391877e-06	1.3189248978181156e-06	6	1.5877747927730754	0.05616863670848371	0.7883334885623063	1.5877747927730754	0.05616863670848371	0.6518274251167904
0.0	2.0	2.0	6.0	6.0	S	2675219	Corynebacterium occultum	MG-Run35-Ech-1	False	1214575.0	4.9399995883333675e-06	0.0	4.9399995883333675e-06	0.01	963540.0	963540.0	S	Corynebacterium occultum	6.227037798119435e-06	2.0659082107832415e-06	1.851098159539666e-06	5	1.5526412593186627	0.06025443143351594	0.7883334885623063	1.5526412593186627	0.06025443143351594	0.6518274251167904
0.01	52.0	52.0	116.0	3.0	S	2478954	Catenibacterium sp. co_0103	MG-Run35-Ech-1	False	1214575.0	2.4699997941666838e-06	0.0	2.4699997941666838e-06	0.0	477404.0	477404.0	S	Catenibacterium sp. co_0103	6.283985890357014e-06	1.416698680026767e-06	6.925448936095476e-07	5	1.5209138409065524	0.06414073006920817	0.7883334885623063	1.5209138409065524	0.06414073006920817	0.6518274251167904
0.0	35.0	35.0	55.0	11.0	S	38290	Corynebacterium macginleyi	MG-Run35-Ech-1	False	1214575.0	9.056665911944508e-06	0.0	9.056665911944508e-06	0.0	806352.0	806352.0	S	Corynebacterium macginleyi	1.3641685020933787e-05	3.3391281644212803e-06	3.7654264912299737e-06	9	1.5184303188071526	0.06445297665700533	0.7883334885623063	1.5184303188071526	0.06445297665700533	0.6518274251167904
0.0	4.0	4.0	7.0	2.0	S	3047873	Neobacillus sp. WH10	MG-Run35-Ech-1	False	1214575.0	1.6466665294444558e-06	0.0	1.6466665294444558e-06	0.01	1559711.0	1559711.0	S	Neobacillus sp. WH10	1.2822888342776321e-06	6.876653253827936e-07	6.403169916132595e-07	4	1.4976975726436486	0.06710592139968041	0.7883334885623063	1.4976975726436486	0.06710592139968041	0.6518274251167904
0.0	1.0	1.0	3.0	3.0	S	2079535	Corynebacterium liangguodongii	MG-Run35-Ech-1	False	1214575.0	2.4699997941666838e-06	0.0	2.4699997941666838e-06	0.0	652640.0	652640.0	S	Corynebacterium liangguodongii	4.596714881098309e-06	8.215761737904213e-07	1.1007288510716648e-06	4	1.497574646809125	0.0671218989672433	0.7883334885623063	1.497574646809125	0.0671218989672433	0.6518274251167904
0.0	19.0	19.0	258.0	26.0	S	1379	Gemella haemolysans	MG-Run35-Ech-1	False	1214575.0	2.1406664882777925e-05	0.0	2.1406664882777925e-05	0.01	1019796.0	1019796.0	S	Gemella haemolysans	2.5495295137458864e-05	8.285253458240718e-06	8.787819292343272e-06	6	1.4931362364232665	0.06770076443806738	0.7883334885623063	1.4931362364232665	0.06770076443806738	0.6518274251167904
0.0	1.0	1.0	62.0	62.0	S	1758194	Achromobacter sp. AONIH1	MG-Run35-Ech-1	False	1214575.0	5.104666241277813e-05	0.0	5.104666241277813e-05	0.01	1431889.0	1431889.0	S	Achromobacter sp. AONIH1	4.329944569725726e-05	1.4783773915045471e-05	2.4289693264017577e-05	4	1.4929331590799466	0.06772734212622178	0.7883334885623063	1.4929331590799466	0.06772734212622178	0.6518274251167904
0.0	3.0	3.0	3.0	3.0	S	2080740	Corynebacterium yudongzhengii	MG-Run35-Ech-1	False	1214575.0	2.4699997941666838e-06	0.0	2.4699997941666838e-06	0.0	695065.0	695065.0	S	Corynebacterium yudongzhengii	4.316143094530727e-06	9.505466365387236e-07	1.0233829766954599e-06	4	1.4847356192442527	0.0688069361249557	0.7883334885623063	1.4847356192442527	0.0688069361249557	0.6518274251167904
0.0	3.0	3.0	5.0	2.0	S	225148	Candidatus Rhabdochlamydia porcellionis	MG-Run35-Ech-1	False	1214575.0	1.6466665294444558e-06	0.0	1.6466665294444558e-06	0.0	391646.0	391646.0	S	Candidatus Rhabdochlamydia porcellionis	5.1066524361285444e-06	6.175516423367964e-07	6.935506216330947e-07	4	1.483835289029683	0.06892631132252813	0.7883334885623063	1.483835289029683	0.06892631132252813	0.6518274251167904
0.0	2.0	2.0	8.0	5.0	S	2057741	Bradyrhizobium sp. SK17	MG-Run35-Ech-1	False	1214575.0	4.11666632361114e-06	0.0	4.11666632361114e-06	0.01	1599048.0	1599048.0	S	Bradyrhizobium sp. SK17	3.126860481986782e-06	1.7350326763916035e-06	1.6059355705282184e-06	4	1.4830194255154199	0.0690346248676953	0.7883334885623063	1.4830194255154199	0.0690346248676953	0.6518274251167904
0.0	3.0	3.0	9.0	3.0	S	1197717	Cloacibacillus porcorum	MG-Run35-Ech-1	False	1214575.0	2.4699997941666838e-06	0.0	2.4699997941666838e-06	0.01	1058479.0	1058479.0	S	Cloacibacillus porcorum	2.8342555686036286e-06	1.043763137302439e-06	9.623522338495873e-07	4	1.4820318451997911	0.06916591087582225	0.7883334885623063	1.4820318451997911	0.06916591087582225	0.6518274251167904
0.0	1.0	1.0	1.0	1.0	S	38303	Corynebacterium pseudogenitalium	MG-Run35-Ech-1	False	1214575.0	8.233332647222279e-07	0.0	8.233332647222279e-07	0.0	306269.0	306269.0	S	Corynebacterium pseudogenitalium	3.2651035527591758e-06	3.8904644390824497e-07	2.933855963015727e-07	4	1.4802595161065	0.06940200137246277	0.7883334885623063	1.4802595161065	0.06940200137246277	0.6518274251167904
0.0	4.0	1.0	17.0	11.0	S	69966	Macrococcoides caseolyticum	MG-Run35-Ech-1	False	1214575.0	9.056665911944508e-06	0.0	9.056665911944508e-06	0.0	914351.0	853570.0	S	Macrococcoides caseolyticum	1.2887050856988882e-05	3.828545863354227e-06	3.539042857824009e-06	5	1.4772694930868413	0.06980170608030167	0.7883334885623063	1.4772694930868413	0.06980170608030167	0.6518274251167904
0.0	3.0	3.0	57.0	7.0	S	28449	Neisseria subflava	MG-Run35-Ech-1	False	1214575.0	5.763332853055596e-06	0.0	5.763332853055596e-06	0.01	1141943.0	1141943.0	S	Neisseria subflava	6.129903156287135e-06	2.30398524496938e-06	2.3528860082325885e-06	4	1.4702572058239087	0.07074605326168171	0.7883334885623063	1.4702572058239087	0.07074605326168171	0.6518274251167904
0.0	4.0	4.0	22.0	6.0	S	301301	Roseburia hominis	MG-Run35-Ech-1	False	1214575.0	4.9399995883333675e-06	0.0	4.9399995883333675e-06	0.01	1251805.0	1251805.0	S	Roseburia hominis	4.793078794221145e-06	2.42715293717213e-06	1.7103657415012257e-06	4	1.4691867301760013	0.07089107426030261	0.7883334885623063	1.4691867301760013	0.07089107426030261	0.6518274251167904
0.0	1.0	1.0	5.0	3.0	S	197482	Malaciobacter halophilus	MG-Run35-Ech-1	False	1214575.0	2.4699997941666838e-06	0.0	2.4699997941666838e-06	0.0	596370.0	596370.0	S	Malaciobacter halophilus	5.030434126465114e-06	1.0864771330267906e-06	9.43223011881706e-07	4	1.4668033367631697	0.07121478087193611	0.7883334885623063	1.4668033367631697	0.07121478087193611	0.6518274251167904
0.0	4.0	4.0	26.0	3.0	S	2708053	Romboutsia sp. 13368	MG-Run35-Ech-1	False	1214575.0	2.4699997941666838e-06	0.0	2.4699997941666838e-06	0.0	452410.0	452410.0	S	Romboutsia sp. 13368	6.631153157534095e-06	9.266251366451164e-07	1.0528019600808876e-06	4	1.465968639916845	0.07132841525944489	0.7883334885623063	1.465968639916845	0.07132841525944489	0.6518274251167904
0.03	228.0	228.0	4382.0	10.0	S	327575	Capnocytophaga leadbetteri	MG-Run35-Ech-1	False	1214575.0	8.23333264722228e-06	0.0	8.23333264722228e-06	0.0	396751.0	396751.0	S	Capnocytophaga leadbetteri	2.52047253819146e-05	4.0564641036502595e-06	2.854626566224923e-06	4	1.4631926266613868	0.07170733890254044	0.7883334885623063	1.4631926266613868	0.07170733890254044	0.6518274251167904
0.0	1.0	1.0	2.0	2.0	S	3039180	Metallumcola ferriviriculae	MG-Run35-Ech-1	False	1214575.0	1.6466665294444558e-06	0.0	1.6466665294444558e-06	0.01	1144377.0	1144377.0	S	Metallumcola ferriviriculae	1.7476758096326648e-06	8.093463284180135e-07	5.740133440199498e-07	4	1.4587120835249108	0.07232218443997906	0.7883334885623063	1.4587120835249108	0.07232218443997906	0.6518274251167904
0.0	2.0	2.0	2.0	1.0	S	2815361	Corynebacterium sp. CNCTC7651	MG-Run35-Ech-1	False	1214575.0	8.233332647222279e-07	0.0	8.233332647222279e-07	0.0	20998.0	20998.0	S	Corynebacterium sp. CNCTC7651	4.7623583198399846e-05	4.1726497864364797e-07	2.8188210661378114e-07	5	1.4405607044612863	0.07485441431720852	0.7883334885623063	1.4405607044612863	0.07485441431720852	0.6518274251167904
0.0	6.0	6.0	14.0	2.0	S	157691	Leptotrichia shahii	MG-Run35-Ech-1	False	1214575.0	1.6466665294444558e-06	0.0	1.6466665294444558e-06	0.0	293344.0	293344.0	S	Leptotrichia shahii	6.817933893312971e-06	1.0382938236730524e-06	4.240423635276444e-07	4	1.4346979408149207	0.07568659563186231	0.7883334885623063	1.4346979408149207	0.07568659563186231	0.6518274251167904
0.0	7.0	0.0	20.0	2.0	S	1312741	Mycoplasma aquilae	MG-Run35-Ech-1	False	1214575.0	1.6466665294444558e-06	0.0	1.6466665294444558e-06	0.0	130413.0	0.0	S	Mycoplasma aquilae		8.986283187420331e-07	5.214587258589032e-07	4	1.43451087038637	0.07571326462906458	0.7883334885623063	1.43451087038637	0.07571326462906458	0.6518274251167904
0.0	10.0	10.0	25.0	1.0	S	1806216	Bacillus sp. RZ2MS9	MG-Run35-Ech-1	False	1214575.0	8.233332647222279e-07	0.0	8.233332647222279e-07	0.0	35912.0	35912.0	S	Bacillus sp. RZ2MS9	2.784584539986634e-05	4.4931415937101657e-07	2.607293629294516e-07	4	1.43451087038637	0.07571326462906458	0.7883334885623063	1.43451087038637	0.07571326462906458	0.6518274251167904
0.0	2.0	2.0	35.0	6.0	S	171284	Mycoplasmopsis cynos	MG-Run35-Ech-1	False	1214575.0	4.9399995883333675e-06	0.0	4.9399995883333675e-06	0.0	661015.0	654400.0	S	Mycoplasmopsis cynos	9.168704156479218e-06	2.150010617894245e-06	1.957956749692992e-06	4	1.4249492338768943	0.07708593817106091	0.7883334885623063	1.4249492338768943	0.07708593817106091	0.6518274251167904
0.01	82.0	0.0	1776.0	20.0	S	850	Fusobacterium mortiferum	MG-Run35-Ech-1	False	1214575.0	1.646666529444456e-05	0.0	1.646666529444456e-05	0.0	704305.0	0.0	S	Fusobacterium mortiferum		6.7327888842305845e-06	6.843661716087565e-06	4	1.4223199237525594	0.07746669877296353	0.7883334885623063	1.4223199237525594	0.07746669877296353	0.6518274251167904
0.0	3.0	0.0	5.0	1.0	S	154046	Hungatella hathewayi	MG-Run35-Ech-1	False	1214575.0	8.233332647222279e-07	0.0	8.233332647222279e-07	0.02	3624305.0	1883777.0	S	Hungatella hathewayi	5.308483965989605e-07	4.1171832615623946e-07	2.925956273017908e-07	4	1.4067706423426418	0.07974770528293895	0.7883334885623063	1.4067706423426418	0.07974770528293895	0.6518274251167904
0.0	1.0	1.0	1.0	1.0	S	2488819	Corynebacterium endometrii	MG-Run35-Ech-1	False	1214575.0	8.233332647222279e-07	0.0	8.233332647222279e-07	0.0	732542.0	732542.0	S	Corynebacterium endometrii	1.3651094408238708e-06	4.1171832615623946e-07	2.925956273017908e-07	4	1.4067706423426418	0.07974770528293895	0.7883334885623063	1.4067706423426418	0.07974770528293895	0.6518274251167904
0.0	1.0	1.0	4.0	1.0	S	2895480	Pseudomonas sp. B21-028	MG-Run35-Ech-1	False	1214575.0	8.233332647222279e-07	0.0	8.233332647222279e-07	0.0	794532.0	794532.0	S	Pseudomonas sp. B21-028	1.25860254841844e-06	4.3696950201974923e-07	2.754043285617724e-07	4	1.4028964784982252	0.08032385557237043	0.7883334885623063	1.4028964784982252	0.08032385557237043	0.6518274251167904
0.0	2.0	2.0	4.0	1.0	S	3080755	Geobacter sp. 60473	MG-Run35-Ech-1	False	1214575.0	8.233332647222279e-07	0.0	8.233332647222279e-07	0.0	56001.0	56001.0	S	Geobacter sp. 60473	1.7856823985285978e-05	4.3696950201974923e-07	2.754043285617724e-07	4	1.4028964784982252	0.08032385557237043	0.7883334885623063	1.4028964784982252	0.08032385557237043	0.6518274251167904
0.0	4.0	4.0	11.0	2.0	S	3400422	Pristimantibacillus sp. PTI5	MG-Run35-Ech-1	False	1214575.0	1.6466665294444558e-06	0.0	1.6466665294444558e-06	0.01	2129901.0	2129901.0	S	Pristimantibacillus sp. PTI5	9.390107803132633e-07	8.161699783447686e-07	5.930107238623062e-07	4	1.4004747598671148	0.08068559826319621	0.7883334885623063	1.4004747598671148	0.08068559826319621	0.6518274251167904
0.17	1218.0	0.0	59138.0	1195.0	S	3433756	Alphacoronavirus chicagoense	MG-Run35-Ech-1	False	1214575.0	0.0009838832513430623	0.0	0.0009838832513430623	0.0	15873.0	0.0	S	Alphacoronavirus chicagoense		0.0004467934401775932	0.0003843474664210143	6	1.3974069249545693	0.08114561894705563	0.7883334885623063	1.3974069249545693	0.08114561894705563	0.6518274251167904
0.0	1.0	1.0	5.0	5.0	S	2025492	Staphylococcus sp. M0911	MG-Run35-Ech-1	False	1214575.0	4.11666632361114e-06	0.0	4.11666632361114e-06	0.0	53971.0	53971.0	S	Staphylococcus sp. M0911	9.26423449630357e-05	1.7841795880566784e-06	1.6716793086515616e-06	4	1.3952955710362485	0.08146336355087835	0.7883334885623063	1.3952955710362485	0.08146336355087835	0.6518274251167904
0.0	10.0	10.0	36.0	2.0	S	2989772	Staphylococcus sp. IVB6246	MG-Run35-Ech-1	False	1214575.0	1.6466665294444558e-06	0.0	1.6466665294444558e-06	0.0	34382.0	34382.0	S	Staphylococcus sp. IVB6246	5.816997266011285e-05	7.914806636422339e-07	6.145761028229976e-07	4	1.3915052373074808	0.08203613629821149	0.7883334885623063	1.3915052373074808	0.08203613629821149	0.6518274251167904
0.01	68.0	65.0	315.0	58.0	S	1290	Staphylococcus hominis	MG-Run35-Ech-1	False	1214575.0	4.775332935388922e-05	0.0	4.775332935388922e-05	0.01	1669264.0	1573836.0	S	Staphylococcus hominis	3.685263267583154e-05	2.516730939047352e-05	1.6281581043591434e-05	8	1.3872129434448106	0.08268841988009057	0.7883334885623063	1.3872129434448106	0.08268841988009057	0.6518274251167904
0.0	1.0	1.0	6.0	3.0	S	146827	Corynebacterium simulans	MG-Run35-Ech-1	False	1214575.0	2.4699997941666838e-06	0.0	2.4699997941666838e-06	0.01	954529.0	954529.0	S	Corynebacterium simulans	3.1429113206618135e-06	1.350545245084343e-06	8.351255818914048e-07	4	1.3404625284582752	0.0900475094230413	0.7883334885623063	1.3404625284582752	0.0900475094230413	0.6518274251167904
0.0	3.0	3.0	5.0	1.0	S	481146	Acetobacter ascendens	MG-Run35-Ech-1	False	1214575.0	8.233332647222279e-07	0.0	8.233332647222279e-07	0.0	853082.0	853082.0	S	Acetobacter ascendens	1.1722202554971269e-06	4.689254906899942e-07	2.660875324626468e-07	4	1.3319217580477403	0.09144295021856874	0.7883334885623063	1.3319217580477403	0.09144295021856874	0.6518274251167904
0.0	5.0	5.0	31.0	6.0	S	2026191	Bacillus luti	MG-Run35-Ech-1	False	1214575.0	4.9399995883333675e-06	0.0	4.9399995883333675e-06	0.0	492371.0	492371.0	S	Bacillus luti	1.2185932965182758e-05	2.5055341113162856e-06	1.8397637589088604e-06	4	1.3232489580406406	0.09287629985351353	0.7883334885623063	1.3232489580406406	0.09287629985351353	0.6518274251167904
0.06	426.0	0.0	3507.0	6.0	S	2560650	Gorganvirus isfahan	MG-Run35-Ech-1	False	1214575.0	4.9399995883333675e-06	0.0	4.9399995883333675e-06	0.0	17437.0	0.0	S	Gorganvirus isfahan		2.54431368372579e-06	1.96819380313405e-06	6	1.2172002070084822	0.11176402572834243	0.7883334885623063	1.2172002070084822	0.11176402572834243	0.6518274251167904
0.0	12.0	12.0	29.0	2.0	S	2044467	Escherichia sp. E4742	MG-Run35-Ech-1	False	1214575.0	1.6466665294444558e-06	0.0	1.6466665294444558e-06	0.0	590216.0	590216.0	S	Escherichia sp. E4742	3.388589939954186e-06	8.099549736685592e-07	7.116786322112362e-07	4	1.175687336819674	0.11985992035988136	0.7883334885623063	1.175687336819674	0.11985992035988136	0.6518274251167904
0.0	5.0	5.0	71.0	8.0	S	3379128	Chryseobacterium sp. M5	MG-Run35-Ech-1	False	1214575.0	6.586666117777823e-06	0.0	6.586666117777823e-06	0.0	502134.0	502134.0	S	Chryseobacterium sp. M5	1.5932002214548307e-05	4.189423655527252e-06	2.0761926581856696e-06	3	1.1546339174253024	0.12412018557652138	0.7883334885623063	1.1546339174253024	0.12412018557652138	0.6518274251167904
0.0	1.0	0.0	1.0	1.0	S	38288	Corynebacterium genitalium	MG-Run35-Ech-1	False	1214575.0	8.233332647222279e-07	0.0	8.233332647222279e-07	0.0	665037.0	0.0	S	Corynebacterium genitalium		4.3284763145401855e-07	3.3828433789907226e-07	3	1.1543118894990387	0.12418616189687515	0.7883334885623063	1.1543118894990387	0.12418616189687515	0.6518274251167904
0.0	1.0	1.0	4.0	2.0	S	2841264	Candidatus Minimicrobia vallesae	MG-Run35-Ech-1	False	1214575.0	1.6466665294444558e-06	0.0	1.6466665294444558e-06	0.0	76898.0	76898.0	S	Candidatus Minimicrobia vallesae	2.6008478764077088e-05	6.900603451104712e-07	8.288720651265277e-07	3	1.154105952633303	0.12422836661401893	0.7883334885623063	1.154105952633303	0.12422836661401893	0.6518274251167904
0.0	2.0	2.0	2.0	1.0	S	1921001	Candidatus Bealeia paramacronuclearis	MG-Run35-Ech-1	False	1214575.0	8.233332647222279e-07	0.0	8.233332647222279e-07	0.0	562113.0	562113.0	S	Candidatus Bealeia paramacronuclearis	1.7790017309686842e-06	5.040222279237284e-07	2.7691311248875804e-07	3	1.1531091248395207	0.12443279839580423	0.7883334885623063	1.1531091248395207	0.12443279839580423	0.6518274251167904
0.0	2.0	2.0	7.0	4.0	S	1235591	Pseudorhodoplanes sinuspersici	MG-Run35-Ech-1	False	1214575.0	3.2933330588889117e-06	0.0	3.2933330588889117e-06	0.01	1786184.0	1786184.0	S	Pseudorhodoplanes sinuspersici	2.2394109453449363e-06	1.7044519499105363e-06	1.3783054217353939e-06	3	1.1527786831004774	0.12450061804797241	0.7883334885623063	1.1527786831004774	0.12450061804797241	0.6518274251167904
0.0	1.0	1.0	14.0	1.0	S	3139310	Wolbachia endosymbiont (group A) of Microdon myrmicae	MG-Run35-Ech-1	False	1214575.0	8.233332647222279e-07	0.0	8.233332647222279e-07	0.0	2101.0	2101.0	S	Wolbachia endosymbiont (group A) of Microdon myrmicae	0.00047596382674916705	4.105373171957322e-07	3.5834331719902895e-07	3	1.1519565950136668	0.12466945499507365	0.7883334885623063	1.1519565950136668	0.12466945499507365	0.6518274251167904
0.0	10.0	10.0	23.0	2.0	S	191610	Corynebacterium atypicum	MG-Run35-Ech-1	False	1214575.0	1.6466665294444558e-06	0.0	1.6466665294444558e-06	0.0	667907.0	667907.0	S	Corynebacterium atypicum	2.994428865096488e-06	1.0642498218679605e-06	5.060784665632475e-07	5	1.1508426974410844	0.12489847775377949	0.7883334885623063	1.1508426974410844	0.12489847775377949	0.6518274251167904
0.0	1.0	1.0	4.0	4.0	S	42817	Corynebacterium argentoratense	MG-Run35-Ech-1	False	1214575.0	3.2933330588889117e-06	0.0	3.2933330588889117e-06	0.0	744434.0	609502.0	S	Corynebacterium argentoratense	6.562734822855381e-06	1.2759237082974337e-06	1.7533886889141574e-06	3	1.150577372459739	0.12495307317914994	0.7883334885623063	1.150577372459739	0.12495307317914994	0.6518274251167904
0.0	1.0	1.0	2.0	1.0	S	2319844	Sphingomonas paeninsulae	MG-Run35-Ech-1	False	1214575.0	8.233332647222279e-07	0.0	8.233332647222279e-07	0.01	1223961.0	1223961.0	S	Sphingomonas paeninsulae	8.170194965362458e-07	4.1829177206091294e-07	3.5210925415742863e-07	3	1.1503290182774357	0.12500419165896415	0.7883334885623063	1.1503290182774357	0.12500419165896415	0.6518274251167904
