sample	taxid	name	cub_pct_fragments	cub_fragments_clade	cub_fragments_direct	cub_minimizers	cub_distinct_minimizers	cub_rank_code	cub_is_host	cub_total_distinct_minimizers_non_host	cub_minimizer_proportion_sample	cub_neg_control_prop	cub_signal_over_neg	cub_db_pct	cub_db_clade_minimizers	cub_db_taxon_minimizers	cub_db_rank_code	cub_db_name	cub_genome_coverage_estimate	cub_taxon_mean_prop	cub_taxon_sd_prop	cub_n_samples_with_taxon	cub_z_score	cub_p_value	cub_fdr	cub_z_score_neg	cub_p_value_neg	cub_fdr_neg	sample_right	taxid_right	gtdb_taxonomy	bam_reference	bam_mapq_min	bam_read_count	bam_neg_read_count	bam_z_score	bam_p_value	bam_ncbi_taxid
MG-Run35-Ech-1	2746225	Flavobacterium sp. K5-23	0.0	1.0	1.0	9.0	2.0	S	false	1214575.0	1.6466665294444558e-6	0.0	1.6466665294444558e-6	0.0	906455.0	906455.0	S	Flavobacterium sp. K5-23	2.2063974494045486e-6	2.2626543657452974e-6	8.71138352353508e-7	2	-0.7071067811865476	0.7602499389065234	0.7883334885623063	-0.7071067811865476	0.7602499389065234	0.7855860836794928										
MG-Run35-Ech-1	2065379	Paracoccus jeotgali	0.0	1.0	1.0	4.0	2.0	S	false	1214575.0	1.6466665294444558e-6	0.00008248783304462591	0.0	0.0	848701.0	848701.0	S	Paracoccus jeotgali	2.356542527933866e-6	0.00004206724978703519	0.000057163337041915666	2	-0.7071067811865476	0.7602499389065234	0.7883334885623063	0.0	0.5	0.6518274251167904										
MG-Run35-Ech-1	24	Shewanella putrefaciens	0.0	1.0	1.0	2.0	2.0	S	false	1214575.0	1.6466665294444558e-6	0.0	1.6466665294444558e-6	0.01	1605098.0	1605098.0	S	Shewanella putrefaciens	1.246029837430487e-6	5.141296567791436e-6	4.942153195706708e-6	2	-0.7071067811865477	0.7602499389065234	0.7883334885623063	-0.7071067811865477	0.7602499389065234	0.7855860836794928										
MG-Run35-Ech-1	351672	Xenorhabdus griffiniae	0.0	1.0	1.0	3.0	2.0	S	false	1214575.0	1.6466665294444558e-6	0.00008248783304462591	0.0	0.01	1521093.0	1521093.0	S	Xenorhabdus griffiniae	1.3148439970468603e-6	0.00004206724978703519	0.000057163337041915666	2	-0.7071067811865476	0.7602499389065234	0.7883334885623063	0.0	0.5	0.6518274251167904										
MG-Run35-Ech-1	1273	Micrococcus lylae	0.0	3.0	3.0	5.0	2.0	S	false	1214575.0	1.6466665294444558e-6	0.0	1.6466665294444558e-6	0.0	694242.0	694242.0	S	Micrococcus lylae	2.8808398224250333e-6	0.000018679382894336742	0.000024087898487284836	2	-0.7071067811865476	0.7602499389065234	0.7883334885623063	-0.7071067811865476	0.7602499389065234	0.7855860836794928										
MG-Run35-Ech-1	2058136	Planococcus sp. MB-3u-03	0.0	2.0	2.0	8.0	3.0	S	false	1214575.0	2.4699997941666838e-6	0.0	2.4699997941666838e-6	0.0	230784.0	230784.0	S	Planococcus sp. MB-3u-03	0.000012999168053244593	0.00003660342799198311	0.00006054621017977772	3	-0.563758294639173	0.7135406808282629	0.7883334885623063	-0.563758294639173	0.7135406808282629	0.7855860836794928										
MG-Run35-Ech-1	1785145	Pseudomonas glycinae	0.0	1.0	1.0	5.0	3.0	S	false	1214575.0	2.4699997941666838e-6	0.0	2.4699997941666838e-6	0.0	429920.0	429920.0	S	Pseudomonas glycinae	6.978042426497953e-6	0.000028582100816521664	0.00003692808740787077	2	-0.7071067811865476	0.7602499389065234	0.7883334885623063	-0.7071067811865476	0.7602499389065234	0.7855860836794928										
MG-Run35-Ech-1	619291	Arthrobacter sp. N1	0.0	3.0	3.0	11.0	3.0	S	false	1214575.0	2.4699997941666838e-6	0.00016497566608925183	0.0	0.01	971350.0	971350.0	S	Arthrobacter sp. N1	3.0884850980594017e-6	0.00008372283294170925	0.00011490885861849288	2	-0.7071067811865476	0.7602499389065234	0.7883334885623063	0.0	0.5	0.6518274251167904										
MG-Run35-Ech-1	2704463	Paenibacillus rhizovicinus	0.0	1.0	1.0	6.0	3.0	S	false	1214575.0	2.4699997941666838e-6	0.0	2.4699997941666838e-6	0.01	2217080.0	2217080.0	S	Paenibacillus rhizovicinus	1.353131145470619e-6	4.113642099129481e-6	2.3244612393685623e-6	2	-0.7071067811865477	0.7602499389065234	0.7883334885623063	-0.7071067811865477	0.7602499389065234	0.7855860836794928										
MG-Run35-Ech-1	5866	Babesia bigemina	0.0	2.0	2.0	3.0	3.0	S	false	1214575.0	2.4699997941666838e-6	0.0	2.4699997941666838e-6	0.02	3591849.0	3591849.0	S	Babesia bigemina	8.352244206257e-7	3.919835556441022e-6	2.050377398221903e-6	2	-0.7071067811865478	0.7602499389065234	0.7883334885623063	-0.7071067811865478	0.7602499389065234	0.7855860836794928										
MG-Run35-Ech-1	36035	Saccharomycodes ludwigii	0.0	1.0	1.0	3.0	3.0	S	false	1214575.0	2.4699997941666838e-6	0.0	2.4699997941666838e-6	0.02	3017545.0	3017545.0	S	Saccharomycodes ludwigii	9.941856708019268e-7	0.00010630544027176741	0.0001468454881784072	2	-0.7071067811865476	0.7602499389065234	0.7883334885623063	-0.7071067811865476	0.7602499389065234	0.7855860836794928										
MG-Run35-Ech-1	39775	Methylomicrobium album	0.0	1.0	0.0	5.0	4.0	S	false	1214575.0	3.2933330588889117e-6	0.0	3.2933330588889117e-6	0.01	1307871.0	0.0	S	Methylomicrobium album		0.000010282593135582873	9.884306391413416e-6	2	-0.7071067811865477	0.7602499389065234	0.7883334885623063	-0.7071067811865477	0.7602499389065234	0.7855860836794928										
MG-Run35-Ech-1	2716225	Hydrogenophaga crocea	0.0	1.0	1.0	5.0	5.0	S	false	1214575.0	4.11666632361114e-6	0.00032995133217850366	0.0	0.01	1031495.0	1031495.0	S	Hydrogenophaga crocea	4.847333239618224e-6	0.00016703399925105739	0.0002303999017716473	2	-0.7071067811865476	0.7602499389065234	0.7883334885623063	0.0	0.5	0.6518274251167904										
MG-Run35-Ech-1	467262	Bacillus sp. T3	0.0	1.0	1.0	6.0	6.0	S	false	1214575.0	4.9399995883333675e-6	0.0	4.9399995883333675e-6	0.01	1349881.0	1349881.0	S	Bacillus sp. T3	4.444836248528574e-6	0.000026938458511558862	0.000031110518960532925	2	-0.7071067811865476	0.7602499389065234	0.7883334885623063	-0.7071067811865476	0.7602499389065234	0.7855860836794928										
MG-Run35-Ech-1	3366266	Acinetobacter sp. P1332	0.0	2.0	2.0	22.0	8.0	S	false	1214575.0	6.586666117777823e-6	0.00024746349913387774	0.0	0.0	50425.0	50425.0	S	Acinetobacter sp. P1332	0.00015865146256817056	0.0001270250826258278	0.0001703256420564239	2	-0.7071067811865477	0.7602499389065234	0.7883334885623063	0.0	0.5	0.6518274251167904										
MG-Run35-Ech-1	796027	Sugiyamaella lignohabitans	0.0	3.0	3.0	16.0	12.0	S	false	1214575.0	9.879999176666735e-6	0.0	9.879999176666735e-6	0.03	4835183.0	4835183.0	S	Sugiyamaella lignohabitans	2.48180885811354e-6	0.000121525008771202	0.00015788988673986608	2	-0.7071067811865476	0.7602499389065234	0.7883334885623063	-0.7071067811865476	0.7602499389065234	0.7855860836794928										
MG-Run35-Ech-1	1851148	Limihaloglobus sulfuriphilus	0.0	1.0	1.0	3.0	1.0	S	false	1214575.0	8.233332647222279e-7	0.00016497566608925183	0.0	0.01	1178846.0	1178846.0	S	Limihaloglobus sulfuriphilus	8.482872232675005e-7	0.00008289949967698702	0.00011607322768781597	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	0.0	0.5	0.6518274251167904										
MG-Run35-Ech-1	1621989	Candidatus Desulfofervidus auxilii	0.0	1.0	1.0	1.0	1.0	S	false	1214575.0	8.233332647222279e-7	0.00016497566608925183	0.0	0.0	749755.0	749755.0	S	Candidatus Desulfofervidus auxilii	1.3337690312168642e-6	0.00008289949967698702	0.00011607322768781597	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	0.0	0.5	0.6518274251167904										
MG-Run35-Ech-1	1004	Chitinophaga sancti	0.0	1.0	1.0	1.0	1.0	S	false	1214575.0	8.233332647222279e-7	0.0	8.233332647222279e-7	0.02	4277490.0	4277490.0	S	Chitinophaga sancti	2.3378196091633177e-7	3.2903088344072527e-6	3.4888303086916547e-6	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	-0.7071067811865475	0.7602499389065233	0.7855860836794928										
MG-Run35-Ech-1	2058135	Olleya sp. Bg11-27	0.0	7.0	7.0	32.0	1.0	S	false	1214575.0	8.233332647222279e-7	0.0	8.233332647222279e-7	0.0	553704.0	553704.0	S	Olleya sp. Bg11-27	1.8060191004580064e-6	4.729629935430322e-6	5.524337730368254e-6	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	-0.7071067811865475	0.7602499389065233	0.7855860836794928										
MG-Run35-Ech-1	237258	Cloacibacterium normanense	0.0	1.0	1.0	2.0	1.0	S	false	1214575.0	8.233332647222279e-7	0.0	8.233332647222279e-7	0.0	364914.0	364914.0	S	Cloacibacterium normanense	2.740371704017933e-6	3.2903088344072527e-6	3.4888303086916547e-6	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	-0.7071067811865475	0.7602499389065233	0.7855860836794928										
MG-Run35-Ech-1	29459	Brucella melitensis	0.0	1.0	0.0	2.0	1.0	S	false	1214575.0	8.233332647222279e-7	0.0	8.233332647222279e-7	0.0	129456.0	121621.0	S	Brucella melitensis	8.222264247128373e-6	3.2903088344072527e-6	3.4888303086916547e-6	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	-0.7071067811865475	0.7602499389065233	0.7855860836794928										
MG-Run35-Ech-1	2613773	Sinorhizobium sp. BG8	0.0	1.0	1.0	1.0	1.0	S	false	1214575.0	8.233332647222279e-7	0.00008248783304462591	0.0	0.01	1598799.0	1598799.0	S	Sinorhizobium sp. BG8	6.254694930382118e-7	0.00004165558315467407	0.00005774552157657721	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	0.0	0.5	0.6518274251167904										
MG-Run35-Ech-1	2714952	Roseateles sp. DAIF2	0.0	1.0	1.0	2.0	1.0	S	false	1214575.0	8.233332647222279e-7	0.0	8.233332647222279e-7	0.01	1496568.0	1496568.0	S	Roseateles sp. DAIF2	6.681954979660129e-7	5.51339509796526e-6	6.632749052940717e-6	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	-0.7071067811865475	0.7602499389065233	0.7855860836794928										
MG-Run35-Ech-1	1288495	Diaphorobacter aerolatus	0.0	4.0	4.0	5.0	1.0	S	false	1214575.0	8.233332647222279e-7	0.0004949269982677555	0.0	0.01	1236969.0	1236969.0	S	Diaphorobacter aerolatus	8.084276970562723e-7	0.00024787516576623884	0.000349384052132771	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	0.0	0.5	0.6518274251167904										
MG-Run35-Ech-1	558537	Delftia lacustris	0.01	78.0	78.0	176.0	1.0	S	false	1214575.0	8.233332647222279e-7	0.00008248783304462591	0.0	0.0	769016.0	769016.0	S	Delftia lacustris	1.3003630613667335e-6	0.00004165558315467407	0.00005774552157657721	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	0.0	0.5	0.6518274251167904										
MG-Run35-Ech-1	2842349	Pseudomonas asgharzadehiana	0.0	1.0	1.0	1.0	1.0	S	false	1214575.0	8.233332647222279e-7	0.0	8.233332647222279e-7	0.0	900559.0	900559.0	S	Pseudomonas asgharzadehiana	1.110421416031598e-6	1.8509877333841835e-6	1.4533228870150544e-6	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	-0.7071067811865475	0.7602499389065233	0.7855860836794928										
MG-Run35-Ech-1	2899657	Pseudomonas sp. Nvir	0.0	1.0	1.0	1.0	1.0	S	false	1214575.0	8.233332647222279e-7	0.0	8.233332647222279e-7	0.0	128303.0	128303.0	S	Pseudomonas sp. Nvir	7.794050022213043e-6	6.168951036453392e-6	7.559845152044857e-6	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	-0.7071067811865475	0.7602499389065233	0.7855860836794928										
MG-Run35-Ech-1	2697027	Sodalis ligni	0.0	1.0	1.0	3.0	1.0	S	false	1214575.0	8.233332647222279e-7	0.0	8.233332647222279e-7	0.0	638180.0	638180.0	S	Sodalis ligni	1.566956031213764e-6	1.8509877333841835e-6	1.4533228870150544e-6	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	-0.7071067811865475	0.7602499389065233	0.7855860836794928										
MG-Run35-Ech-1	3141459	Pantoea sp. Ep11b	0.0	1.0	1.0	1.0	1.0	S	false	1214575.0	8.233332647222279e-7	0.00016497566608925183	0.0	0.0	644505.0	644505.0	S	Pantoea sp. Ep11b	1.5515783430694874e-6	0.00008289949967698702	0.00011607322768781597	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	0.0	0.5	0.6518274251167904										
MG-Run35-Ech-1	1806508	Candidatus Promineifilum breve	0.0	1.0	1.0	1.0	1.0	S	false	1214575.0	8.233332647222279e-7	0.0	8.233332647222279e-7	0.01	1522363.0	1522363.0	S	Candidatus Promineifilum breve	6.568735577519948e-7	4.729629935430322e-6	5.524337730368254e-6	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	-0.7071067811865475	0.7602499389065233	0.7855860836794928										
MG-Run35-Ech-1	3079930	Scrofimicrobium appendicitidis	0.0	1.0	1.0	2.0	1.0	S	false	1214575.0	8.233332647222279e-7	0.0	8.233332647222279e-7	0.0	689244.0	689244.0	S	Scrofimicrobium appendicitidis	1.4508650057164081e-6	3.2903088344072527e-6	3.4888303086916547e-6	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	-0.7071067811865475	0.7602499389065233	0.7855860836794928										
MG-Run35-Ech-1	338644	Sulfobacillus thermotolerans	0.0	2.0	2.0	2.0	1.0	S	false	1214575.0	8.233332647222279e-7	0.0	8.233332647222279e-7	0.01	1021956.0	1021956.0	S	Sulfobacillus thermotolerans	9.785157090911938e-7	0.000013365556541568739	0.00001773738226042786	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	-0.7071067811865475	0.7602499389065233	0.7855860836794928										
MG-Run35-Ech-1	2729421	Sediminibacillus dalangtanensis	0.0	1.0	1.0	1.0	1.0	S	false	1214575.0	8.233332647222279e-7	0.0	8.233332647222279e-7	0.01	1240604.0	1240604.0	S	Sediminibacillus dalangtanensis	8.060589841722258e-7	7.608272137476461e-6	9.595352573721456e-6	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	-0.7071067811865475	0.7602499389065233	0.7855860836794928										
MG-Run35-Ech-1	574376	Bacillus manliponensis	0.0	1.0	1.0	1.0	1.0	S	false	1214575.0	8.233332647222279e-7	0.0	8.233332647222279e-7	0.01	1185536.0	1185536.0	S	Bacillus manliponensis	8.435003239041244e-7	0.0000104869143395226	0.00001366636741707466	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	-0.7071067811865475	0.7602499389065233	0.7855860836794928										
MG-Run35-Ech-1	3136731	Salinicoccus bachuensis	0.0	2.0	2.0	3.0	1.0	S	false	1214575.0	8.233332647222279e-7	0.0	8.233332647222279e-7	0.0	818983.0	818983.0	S	Salinicoccus bachuensis	1.2210265658749937e-6	0.000013365556541568739	0.00001773738226042786	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	-0.7071067811865475	0.7602499389065233	0.7855860836794928										
MG-Run35-Ech-1	2292766	Persicimonas caeni	0.0	1.0	1.0	4.0	2.0	S	false	1214575.0	1.6466665294444558e-6	0.00016497566608925183	0.0	0.01	2459099.0	2459099.0	S	Persicimonas caeni	8.133060116733811e-7	0.00008331116630934814	0.00011549104315315443	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	0.0	0.5	0.6518274251167904										
MG-Run35-Ech-1	3072793	Acuticoccus sp. MNP-M23	0.0	1.0	1.0	4.0	2.0	S	false	1214575.0	1.6466665294444558e-6	0.0	1.6466665294444558e-6	0.01	1534727.0	1534727.0	S	Acuticoccus sp. MNP-M23	1.3031633639077178e-6	1.8614866473166313e-6	3.038015241654175e-7	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	-0.7071067811865475	0.7602499389065233	0.7855860836794928										
MG-Run35-Ech-1	380	Sinorhizobium fredii	0.0	1.0	0.0	2.0	2.0	S	false	1214575.0	1.6466665294444558e-6	0.0	1.6466665294444558e-6	0.04	7100680.0	2919999.0	S	Sinorhizobium fredii	6.849317414149799e-7	3.701975466768367e-6	2.9066457740301087e-6	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	-0.7071067811865475	0.7602499389065233	0.7855860836794928										
MG-Run35-Ech-1	290110	Xenorhabdus budapestensis	0.0	1.0	1.0	2.0	2.0	S	false	1214575.0	1.6466665294444558e-6	0.0	1.6466665294444558e-6	0.01	1364650.0	1364650.0	S	Xenorhabdus budapestensis	1.4655772542410142e-6	6.5806176688145055e-6	6.977660617383309e-6	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	-0.7071067811865475	0.7602499389065233	0.7855860836794928										
MG-Run35-Ech-1	3020716	Acinetobacter sp. GSS19	0.0	1.0	1.0	2.0	2.0	S	false	1214575.0	1.6466665294444558e-6	0.0	1.6466665294444558e-6	0.0	694619.0	694619.0	S	Acinetobacter sp. GSS19	2.879276265118e-6	8.475925963128448e-6	9.658031312080305e-6	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	-0.7071067811865475	0.7602499389065233	0.7855860836794928										
MG-Run35-Ech-1	1609546	endosymbiont DhMRE of Dentiscutata heterogama	0.0	1.0	1.0	6.0	2.0	S	false	1214575.0	1.6466665294444558e-6	0.0	1.6466665294444558e-6	0.0	186192.0	186192.0	S	endosymbiont DhMRE of Dentiscutata heterogama	0.00001074160006874624	9.459259870860644e-6	0.000011048675460736509	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	-0.7071067811865475	0.7602499389065233	0.7855860836794928										
MG-Run35-Ech-1	40318	Streptomyces nodosus	0.0	1.0	1.0	5.0	2.0	S	false	1214575.0	1.6466665294444558e-6	0.0	1.6466665294444558e-6	0.01	1599945.0	1599945.0	S	Streptomyces nodosus	1.2500429702271015e-6	3.701975466768367e-6	2.9066457740301087e-6	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	-0.7071067811865475	0.7602499389065233	0.7855860836794928										
MG-Run35-Ech-1	208226	Alkaliphilus metalliredigens	0.0	1.0	0.0	3.0	2.0	S	false	1214575.0	1.6466665294444558e-6	0.0	1.6466665294444558e-6	0.01	1441003.0	0.0	S	Alkaliphilus metalliredigens		3.701975466768367e-6	2.9066457740301087e-6	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	-0.7071067811865475	0.7602499389065233	0.7855860836794928										
MG-Run35-Ech-1	117187	Fusarium verticillioides	0.0	1.0	0.0	2.0	2.0	S	false	1214575.0	1.6466665294444558e-6	0.0	1.6466665294444558e-6	0.02	3764066.0	0.0	S	Fusarium verticillioides		0.0000209738286790452	0.00002733273483414932	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	-0.7071067811865475	0.7602499389065233	0.7855860836794928										
MG-Run35-Ech-1	363952	Comamonas thiooxydans	0.0	4.0	4.0	5.0	3.0	S	false	1214575.0	2.4699997941666838e-6	0.00032995133217850366	0.0	0.01	2777627.0	2777627.0	S	Comamonas thiooxydans	1.0800586255821966e-6	0.00016621066598633517	0.0002315642708409704	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	0.0	0.5	0.6518274251167904										
MG-Run35-Ech-1	43658	Pseudoalteromonas rubra	0.0	1.0	1.0	7.0	3.0	S	false	1214575.0	2.4699997941666838e-6	0.00032995133217850366	0.0	0.02	4372834.0	4372834.0	S	Pseudoalteromonas rubra	6.860539412198131e-7	0.00016621066598633517	0.0002315642708409704	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	0.0	0.5	0.6518274251167904										
MG-Run35-Ech-1	1220542	Wolbachia endosymbiont of Rhagoletis cingulata	0.0	1.0	1.0	8.0	4.0	S	false	1214575.0	3.2933330588889117e-6	0.0	3.2933330588889117e-6	0.0	71145.0	71145.0	S	Wolbachia endosymbiont of Rhagoletis cingulata	0.000056223206128329466	0.000020357840842744358	0.000024132858343149624	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	-0.7071067811865475	0.7602499389065233	0.7855860836794928										
MG-Run35-Ech-1	1159556	Ustilaginoidea virens	0.0	1.0	1.0	7.0	4.0	S	false	1214575.0	3.2933330588889117e-6	0.0	3.2933330588889117e-6	0.05	9166247.0	9166247.0	S	Ustilaginoidea virens	4.363836147989466e-7	0.000026115125246836634	0.000032274888029856026	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	-0.7071067811865475	0.7602499389065233	0.7855860836794928										
MG-Run35-Ech-1	5007	Brettanomyces bruxellensis	0.0	12.0	12.0	37.0	6.0	S	false	1214575.0	4.9399995883333675e-6	0.0	4.9399995883333675e-6	0.02	3840590.0	3840590.0	S	Brettanomyces bruxellensis	1.5622599652657534e-6	0.0000816326603504355	0.00010845980098424375	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	-0.7071067811865475	0.7602499389065233	0.7855860836794928										
MG-Run35-Ech-1	1436290	Candidatus Symbiobacter mobilis	0.0	4.0	0.0	15.0	9.0	S	false	1214575.0	7.409999382500052e-6	0.00041243916522312957	0.0	0.0	903603.0	0.0	S	Candidatus Symbiobacter mobilis		0.0002099245823028148	0.0002863988697442399	2	-0.7071067811865475	0.7602499389065233	0.7883334885623063	0.0	0.5	0.6518274251167904										
MG-Run35-Ech-1	3028374	Paraburkholderia sp. A2RO-4L	0.0	1.0	1.0	4.0	3.0	S	false	1214575.0	2.4699997941666838e-6	0.0	2.4699997941666838e-6	0.0	94351.0	94351.0	S	Paraburkholderia sp. A2RO-4L	0.000031796165382454874	8.431605402198688e-6	8.430983504398364e-6	2	-0.7071067811865474	0.7602499389065231	0.7883334885623063	-0.7071067811865474	0.7602499389065231	0.7855860836794928										
MG-Run35-Ech-1	3054939	Aciduricibacillus chroicocephali	0.0	24.0	24.0	658.0	3.0	S	false	1214575.0	2.4699997941666838e-6	0.0	2.4699997941666838e-6	0.0	832313.0	832313.0	S	Aciduricibacillus chroicocephali	3.6044132435754336e-6	8.431605402198688e-6	8.430983504398364e-6	2	-0.7071067811865474	0.7602499389065231	0.7883334885623063	-0.7071067811865474	0.7602499389065231	0.7855860836794928										
MG-Run35-Ech-1	3463359	Companilactobacillus sp. DQM5	0.0	1.0	1.0	8.0	6.0	S	false	1214575.0	4.9399995883333675e-6	0.0	4.9399995883333675e-6	0.0	375545.0	375545.0	S	Companilactobacillus sp. DQM5	0.000015976780412467215	0.000018302531905420447	0.00001889747443047333	2	-0.7071067811865474	0.7602499389065231	0.7883334885623063	-0.7071067811865474	0.7602499389065231	0.7855860836794928										
MG-Run35-Ech-1	2490855	Lachnoanaerobaculum gingivalis	0.01	48.0	48.0	328.0	7.0	S	false	1214575.0	5.763332853055596e-6	0.0	5.763332853055596e-6	0.0	830706.0	830706.0	S	Lachnoanaerobaculum gingivalis	8.42656728132456e-6	6.61901860386765e-6	1.2101223939278125e-6	2	-0.707106781186547	0.7602499389065231	0.7883334885623063	-0.707106781186547	0.7602499389065231	0.7855860836794928										
MG-Run35-Ech-1	458197	Serratia nematodiphila	0.0	2.0	2.0	12.0	10.0	S	false	1214575.0	8.23333264722228e-6	0.0	8.23333264722228e-6	0.0	38715.0	38715.0	S	Serratia nematodiphila	0.0002582978173834431	0.000014191914030772626	8.426706605120742e-6	2	-0.7071067811865474	0.7602499389065231	0.7883334885623063	-0.7071067811865474	0.7602499389065231	0.7855860836794928										
MG-Run35-Ech-1	2591145	Cellulomonas sp. Y8	0.0	1.0	1.0	2.0	1.0	S	false	1214575.0	8.233332647222279e-7	0.0	8.233332647222279e-7	0.01	1016956.0	1016956.0	S	Cellulomonas sp. Y8	9.83326712266804e-7	8.269279853988753e-7	5.0837027338578026e-9	2	-0.7071067811865319	0.7602499389065185	0.7883334885623063	-0.7071067811865319	0.7602499389065185	0.7855860836794928										
MG-Run35-Ech-1	48095	Alternaria dauci	0.0	3.0	3.0	23.0	5.0	S	false	1214575.0	4.11666632361114e-6	0.0	4.11666632361114e-6	0.05	10312711.0	10312711.0	S	Alternaria dauci	4.848385647576083e-7	0.000010165360677833511	8.711635379760599e-6	3	-0.6943236362112981	0.756260364326369	0.7883334885623063	-0.6943236362112981	0.756260364326369	0.7855860836794928										
MG-Run35-Ech-1	208348	Puccinia triticina	0.0	2.0	2.0	40.0	10.0	S	false	1214575.0	8.23333264722228e-6	0.0	8.23333264722228e-6	0.14	25999138.0	25999138.0	S	Puccinia triticina	3.8462813651744913e-7	0.000018452803015983815	0.000014921984510531096	4	-0.6848600038117724	0.7532838665858722	0.7883334885623063	-0.6848600038117724	0.7532838665858722	0.7855860836794928										
MG-Run35-Ech-1	1126	Microcystis aeruginosa	0.0	1.0	0.0	1.0	1.0	S	false	1214575.0	8.233332647222279e-7	0.00016497566608925183	0.0	0.02	3783175.0	1494159.0	S	Microcystis aeruginosa	6.69272815008309e-7	0.00006198316492276568	0.00008971608702783313	3	-0.6817041813144334	0.7522869885074716	0.7883334885623063	0.0	0.5	0.6518274251167904										
MG-Run35-Ech-1	427923	Desulfurivibrio alkaliphilus	0.0	1.0	0.0	1.0	1.0	S	false	1214575.0	8.233332647222279e-7	0.00008248783304462591	0.0	0.01	951557.0	0.0	S	Desulfurivibrio alkaliphilus		0.00003064903097182885	0.00004506334656832043	3	-0.6618615788307679	0.7459700314567896	0.7883334885623063	0.0	0.5	0.6518274251167904										
MG-Run35-Ech-1	336810	Candidatus Karelsulcia muelleri	0.0	1.0	1.0	8.0	5.0	S	false	1214575.0	4.11666632361114e-6	0.00024746349913387774	0.0	0.0	379880.0	371274.0	S	Candidatus Karelsulcia muelleri	0.000013467142864838368	0.00009249598175863469	0.00013464736067937073	3	-0.656376144241527	0.7442089321084163	0.7883334885623063	0.0	0.5	0.6518274251167904										
MG-Run35-Ech-1	2929157	Erysipelothrix amsterdamensis	0.0	1.0	1.0	6.0	4.0	S	false	1214575.0	3.2933330588889117e-6	0.0	3.2933330588889117e-6	0.0	147406.0	147406.0	S	Erysipelothrix amsterdamensis	0.000027135937478800047	7.735902492490357e-6	6.806689258320842e-6	4	-0.6526769865644481	0.7430177290529975	0.7883334885623063	-0.6526769865644481	0.7430177290529975	0.7855860836794928										
MG-Run35-Ech-1	2921654	Paenibacillus sp. FSL R5-0701	0.0	1.0	1.0	6.0	3.0	S	false	1214575.0	2.4699997941666838e-6	0.0	2.4699997941666838e-6	0.0	150560.0	150560.0	S	Paenibacillus sp. FSL R5-0701	0.000019925611052072263	9.89268415713935e-6	0.0000114155274156998	4	-0.6502270191006885	0.7422272046787065	0.7883334885623063	-0.6502270191006885	0.7422272046787065	0.7855860836794928										
MG-Run35-Ech-1	43990	Corynebacterium segmentosum	0.0	1.0	1.0	13.0	2.0	S	false	1214575.0	1.6466665294444558e-6	0.0	1.6466665294444558e-6	0.0	50889.0	50889.0	S	Corynebacterium segmentosum	0.00003930122423313486	2.4009310258280937e-6	1.1655588361165912e-6	6	-0.6471269171590652	0.7412250971352469	0.7883334885623063	-0.6471269171590652	0.7412250971352469	0.7855860836794928										
MG-Run35-Ech-1	13373	Burkholderia mallei	0.0	3.0	3.0	5.0	5.0	S	false	1214575.0	4.11666632361114e-6	0.0	4.11666632361114e-6	0.0	70888.0	68355.0	S	Burkholderia mallei	0.0000731475385853266	0.00002563453401669767	0.00003337624617890155	5	-0.6447060456633624	0.7404411511273377	0.7883334885623063	-0.6447060456633624	0.7404411511273377	0.7855860836794928										
